word,meaning,sentence,sentence_meaning,category
hard,硬的;難的,The word 'hard' means 硬的;難的 in Chinese.,單字 'hard' 在中文裡的意思是硬的;難的。,33. Other adjectives
fresh,新鮮的,The word 'fresh' means 新鮮的 in Chinese.,單字 'fresh' 在中文裡的意思是新鮮的。,33. Other adjectives
glad,快樂的,The word 'glad' means 快樂的 in Chinese.,單字 'glad' 在中文裡的意思是快樂的。,33. Other adjectives
great,好的閒的,The word 'great' means 好的閒的 in Chinese.,單字 'great' 在中文裡的意思是好的閒的。,33. Other adjectives
helpful important interesting loud,大聲的,The word 'helpful important interesting loud' means 大聲的 in Chinese.,單字 'helpful important interesting loud' 在中文裡的意思是大聲的。,33. Other adjectives
lucky,幸運的有幫助的重要的有趣的,The word 'lucky' means 幸運的有幫助的重要的有趣的 in Chinese.,單字 'lucky' 在中文裡的意思是幸運的有幫助的重要的有趣的。,33. Other adjectives
magic,魔術,The word 'magic' means 魔術 in Chinese.,單字 'magic' 在中文裡的意思是魔術。,33. Other adjectives
modern,摩登的,The word 'modern' means 摩登的 in Chinese.,單字 'modern' 在中文裡的意思是摩登的。,33. Other adjectives
national,國家的,The word 'national' means 國家的 in Chinese.,單字 'national' 在中文裡的意思是國家的。,33. Other adjectives
new,新的,The house is very new.,這間房子非常新的。,33. Other adjectives
only,只有,The word 'only' means 只有 in Chinese.,單字 'only' 在中文裡的意思是只有。,33. Other adjectives
popular possible other,其他的,The word 'popular possible other' means 其他的 in Chinese.,單字 'popular possible other' 在中文裡的意思是其他的。,33. Other adjectives
own,自己,The word 'own' means 自己 in Chinese.,單字 'own' 在中文裡的意思是自己。,33. Other adjectives
present,現在的受歡迎的有可能的,The word 'present' means 現在的受歡迎的有可能的 in Chinese.,單字 'present' 在中文裡的意思是現在的受歡迎的有可能的。,33. Other adjectives
public,公開的,The word 'public' means 公開的 in Chinese.,單字 'public' 在中文裡的意思是公開的。,33. Other adjectives
quiet,安靜的,The word 'quiet' means 安靜的 in Chinese.,單字 'quiet' 在中文裡的意思是安靜的。,33. Other adjectives
ready,準備好的,The word 'ready' means 準備好的 in Chinese.,單字 'ready' 在中文裡的意思是準備好的。,33. Other adjectives
real,真的,The word 'real' means 真的 in Chinese.,單字 'real' 在中文裡的意思是真的。,33. Other adjectives
right,正確的,The word 'right' means 正確的 in Chinese.,單字 'right' 在中文裡的意思是正確的。,33. Other adjectives
safe,安全的,The word 'safe' means 安全的 in Chinese.,單字 'safe' 在中文裡的意思是安全的。,33. Other adjectives
same,一樣的,The word 'same' means 一樣的 in Chinese.,單字 'same' 在中文裡的意思是一樣的。,33. Other adjectives
scared,驚嚇的,The word 'scared' means 驚嚇的 in Chinese.,單字 'scared' 在中文裡的意思是驚嚇的。,33. Other adjectives
serious,認真的,The word 'serious' means 認真的 in Chinese.,單字 'serious' 在中文裡的意思是認真的。,33. Other adjectives
wrong,錯誤的,The word 'wrong' means 錯誤的 in Chinese.,單字 'wrong' 在中文裡的意思是錯誤的。,33. Other adjectives
simple,簡易的,The word 'simple' means 簡易的 in Chinese.,單字 'simple' 在中文裡的意思是簡易的。,33. Other adjectives
sorry,對不起,The word 'sorry' means 對不起 in Chinese.,單字 'sorry' 在中文裡的意思是對不起。,33. Other adjectives
special,特別的,The word 'special' means 特別的 in Chinese.,單字 'special' 在中文裡的意思是特別的。,33. Other adjectives
strange,奇怪的,The word 'strange' means 奇怪的 in Chinese.,單字 'strange' 在中文裡的意思是奇怪的。,33. Other adjectives
sure,確定的,The word 'sure' means 確定的 in Chinese.,單字 'sure' 在中文裡的意思是確定的。,33. Other adjectives
surprised,驚喜,The word 'surprised' means 驚喜 in Chinese.,單字 'surprised' 在中文裡的意思是驚喜。,33. Other adjectives
terrible,恐怖的,The word 'terrible' means 恐怖的 in Chinese.,單字 'terrible' 在中文裡的意思是恐怖的。,33. Other adjectives
true,真的,The word 'true' means 真的 in Chinese.,單字 'true' 在中文裡的意思是真的。,33. Other adjectives
wonderful,好的,The word 'wonderful' means 好的 in Chinese.,單字 'wonderful' 在中文裡的意思是好的。,33. Other adjectives
useful,有用的,The word 'useful' means 有用的 in Chinese.,單字 'useful' 在中文裡的意思是有用的。,33. Other adjectives
always,總是,The word 'always' means 總是 in Chinese.,單字 'always' 在中文裡的意思是總是。,33. Other adjectives
ever,曾經,The word 'ever' means 曾經 in Chinese.,單字 'ever' 在中文裡的意思是曾經。,33. Other adjectives
never,從不,The word 'never' means 從不 in Chinese.,單字 'never' 在中文裡的意思是從不。,33. Other adjectives
often,時常,The word 'often' means 時常 in Chinese.,單字 'often' 在中文裡的意思是時常。,33. Other adjectives
seldom,很少,The word 'seldom' means 很少 in Chinese.,單字 'seldom' 在中文裡的意思是很少。,33. Other adjectives
sometimes,有時,The word 'sometimes' means 有時 in Chinese.,單字 'sometimes' 在中文裡的意思是有時。,33. Other adjectives
usually,通常,The word 'usually' means 通常 in Chinese.,單字 'usually' 在中文裡的意思是通常。,33. Other adjectives
again,再次,The word 'again' means 再次 in Chinese.,單字 'again' 在中文裡的意思是再次。,33. Other adjectives
also,也,The word 'also' means 也 in Chinese.,單字 'also' 在中文裡的意思是也。,33. Other adjectives
away,離開,The word 'away' means 離開 in Chinese.,單字 'away' 在中文裡的意思是離開。,33. Other adjectives
too,也;太,The word 'too' means 也;太 in Chinese.,單字 'too' 在中文裡的意思是也;太。,33. Other adjectives
almost,幾乎,The word 'almost' means 幾乎 in Chinese.,單字 'almost' 在中文裡的意思是幾乎。,33. Other adjectives
even,甚至,The word 'even' means 甚至 in Chinese.,單字 'even' 在中文裡的意思是甚至。,33. Other adjectives
finally,最後,The word 'finally' means 最後 in Chinese.,單字 'finally' 在中文裡的意思是最後。,33. Other adjectives
least,最少,The word 'least' means 最少 in Chinese.,單字 'least' 在中文裡的意思是最少。,33. Other adjectives
maybe,可能,The word 'maybe' means 可能 in Chinese.,單字 'maybe' 在中文裡的意思是可能。,33. Other adjectives
perhaps,大概,The word 'perhaps' means 大概 in Chinese.,單字 'perhaps' 在中文裡的意思是大概。,33. Other adjectives
really,真的,The word 'really' means 真的 in Chinese.,單字 'really' 在中文裡的意思是真的。,33. Other adjectives
so,所以,The word 'so' means 所以 in Chinese.,單字 'so' 在中文裡的意思是所以。,33. Other adjectives
still,仍然,The word 'still' means 仍然 in Chinese.,單字 'still' 在中文裡的意思是仍然。,33. Other adjectives
then,然後,The word 'then' means 然後 in Chinese.,單字 'then' 在中文裡的意思是然後。,33. Other adjectives
together,一起,The word 'together' means 一起 in Chinese.,單字 'together' 在中文裡的意思是一起。,33. Other adjectives
very,非常,The word 'very' means 非常 in Chinese.,單字 'very' 在中文裡的意思是非常。,33. Other adjectives
quite,相當,The word 'quite' means 相當 in Chinese.,單字 'quite' 在中文裡的意思是相當。,33. Other adjectives
yet,還沒,The word 'yet' means 還沒 in Chinese.,單字 'yet' 在中文裡的意思是還沒。,33. Other adjectives
somewhere,某地,The word 'somewhere' means 某地 in Chinese.,單字 'somewhere' 在中文裡的意思是某地。,33. Other adjectives
either,也不,The word 'either' means 也不 in Chinese.,單字 'either' 在中文裡的意思是也不。,33. Other adjectives
yes(yeah),是,The word 'yes(yeah)' means 是 in Chinese.,單字 'yes(yeah)' 在中文裡的意思是是。,33. Other adjectives
